,openTime,open,high,low,close,volume,closeTime,assestVolume,noOfTrades,symbol,interval
183,2023-01-01T08:03:00,16527.37,16530.45,16525.76,16530.36,110.42527,2023-01-01T08:03:59.999000,1825128.5393575,3313,btcusdt,1m
184,2023-01-01T08:04:00,16529.9,16532.88,16527.68,16529.36,112.97947,2023-01-01T08:04:59.999000,1867547.8686255,3086,btcusdt,1m
185,2023-01-01T08:05:00,16529.36,16531.51,16526.0,16530.02,103.79157,2023-01-01T08:05:59.999000,1715570.8869589,3497,btcusdt,1m
186,2023-01-01T08:06:00,16530.02,16532.02,16528.33,16530.51,53.01004,2023-01-01T08:06:59.999000,876276.1128843,2355,btcusdt,1m
187,2023-01-01T08:07:00,16530.07,16532.86,16528.99,16531.77,93.64636,2023-01-01T08:07:59.999000,1548080.8865617,2877,btcusdt,1m
188,2023-01-01T08:08:00,16532.16,16532.16,16529.17,16530.95,42.47108,2023-01-01T08:08:59.999000,702063.8217489,1855,btcusdt,1m
189,2023-01-01T08:09:00,16530.51,16531.92,16529.18,16530.4,34.31391,2023-01-01T08:09:59.999000,567213.4017392,1560,btcusdt,1m
190,2023-01-01T08:10:00,16529.97,16531.3,16527.88,16530.24,74.11761,2023-01-01T08:10:59.999000,1225113.8421835,2767,btcusdt,1m
191,2023-01-01T08:11:00,16530.89,16531.43,16527.63,16529.27,61.80057,2023-01-01T08:11:59.999000,1021534.7420028,2470,btcusdt,1m
192,2023-01-01T08:12:00,16529.27,16530.0,16528.11,16528.24,34.37465,2023-01-01T08:12:59.999000,568185.0815646,1487,btcusdt,1m
193,2023-01-01T08:13:00,16528.61,16531.27,16528.11,16529.31,84.86089,2023-01-01T08:13:59.999000,1402731.3916649,2814,btcusdt,1m
194,2023-01-01T08:14:00,16529.82,16530.5,16526.72,16527.87,66.19778,2023-01-01T08:14:59.999000,1094146.980786,2765,btcusdt,1m
195,2023-01-01T08:15:00,16527.44,16530.21,16523.14,16526.71,163.34107,2023-01-01T08:15:59.999000,2699367.2915227,4093,btcusdt,1m
196,2023-01-01T08:16:00,16526.71,16527.4,16525.88,16526.2,32.28769,2023-01-01T08:16:59.999000,533604.9288924,1722,btcusdt,1m
197,2023-01-01T08:17:00,16525.88,16526.28,16518.21,16520.71,162.14765,2023-01-01T08:17:59.999000,2679042.2000299,4073,btcusdt,1m
198,2023-01-01T08:18:00,16520.71,16523.1,16519.7,16521.39,113.79145,2023-01-01T08:18:59.999000,1880024.2150122,3514,btcusdt,1m
199,2023-01-01T08:19:00,16521.8,16523.33,16518.73,16522.52,129.29518,2023-01-01T08:19:59.999000,2136116.6547797,3583,btcusdt,1m
200,2023-01-01T08:20:00,16522.53,16526.6,16521.81,16526.51,114.71342,2023-01-01T08:20:59.999000,1895551.8674217,3375,btcusdt,1m
201,2023-01-01T08:21:00,16526.51,16529.13,16524.24,16529.11,81.00801,2023-01-01T08:21:59.999000,1338720.4001467,2944,btcusdt,1m
202,2023-01-01T08:22:00,16528.46,16533.09,16526.73,16528.53,109.71961,2023-01-01T08:22:59.999000,1813621.2951884,3341,btcusdt,1m
203,2023-01-01T08:23:00,16528.12,16530.87,16528.05,16529.7,51.36906,2023-01-01T08:23:59.999000,849100.7947154,1954,btcusdt,1m
204,2023-01-01T08:24:00,16529.69,16531.19,16527.5,16528.72,59.46207,2023-01-01T08:24:59.999000,982875.9168046,2322,btcusdt,1m
205,2023-01-01T08:25:00,16528.28,16529.91,16527.31,16529.01,39.37277,2023-01-01T08:25:59.999000,650776.9577524,1822,btcusdt,1m
206,2023-01-01T08:26:00,16529.37,16529.68,16528.1,16529.13,34.5287,2023-01-01T08:26:59.999000,570719.4520653,1407,btcusdt,1m
207,2023-01-01T08:27:00,16529.13,16531.3,16528.15,16529.81,58.59914,2023-01-01T08:27:59.999000,968639.1616827,2114,btcusdt,1m
208,2023-01-01T08:28:00,16529.82,16530.41,16527.35,16529.19,56.20068,2023-01-01T08:28:59.999000,928947.4124382,2162,btcusdt,1m
209,2023-01-01T08:29:00,16528.71,16531.22,16528.18,16529.89,47.54178,2023-01-01T08:29:59.999000,785865.7135509,1804,btcusdt,1m
210,2023-01-01T08:30:00,16529.89,16531.13,16527.89,16530.19,56.5297,2023-01-01T08:30:59.999000,934389.5856104,2132,btcusdt,1m
211,2023-01-01T08:31:00,16530.76,16530.76,16526.74,16527.95,56.84361,2023-01-01T08:31:59.999000,939536.5103973,1941,btcusdt,1m
212,2023-01-01T08:32:00,16528.37,16530.64,16527.34,16530.32,41.16698,2023-01-01T08:32:59.999000,680439.2773642,1520,btcusdt,1m
213,2023-01-01T08:33:00,16529.9,16534.16,16529.89,16533.79,72.5156,2023-01-01T08:33:59.999000,1198871.5375822,2010,btcusdt,1m
214,2023-01-01T08:34:00,16533.34,16534.66,16531.83,16533.77,49.77651,2023-01-01T08:34:59.999000,822966.7017096,1879,btcusdt,1m
215,2023-01-01T08:35:00,16533.76,16533.76,16532.21,16532.56,40.14831,2023-01-01T08:35:59.999000,663773.1289929,1416,btcusdt,1m
216,2023-01-01T08:36:00,16532.21,16533.64,16532.04,16532.7,31.42166,2023-01-01T08:36:59.999000,519494.5884924,1412,btcusdt,1m
217,2023-01-01T08:37:00,16532.7,16533.86,16532.26,16533.04,50.64156,2023-01-01T08:37:59.999000,837263.4479664,1614,btcusdt,1m
218,2023-01-01T08:38:00,16532.6,16534.52,16532.31,16533.38,48.56591,2023-01-01T08:38:59.999000,802962.7192371,1885,btcusdt,1m
219,2023-01-01T08:39:00,16533.84,16537.17,16533.45,16536.83,71.81884,2023-01-01T08:39:59.999000,1187539.6631038,2023,btcusdt,1m
220,2023-01-01T08:40:00,16536.83,16537.42,16532.87,16533.4,70.89012,2023-01-01T08:40:59.999000,1172198.2990608,2394,btcusdt,1m
221,2023-01-01T08:41:00,16533.4,16534.8,16532.07,16533.63,25.65305,2023-01-01T08:41:59.999000,424129.1830679,1181,btcusdt,1m
222,2023-01-01T08:42:00,16533.63,16534.02,16532.24,16532.93,33.6391,2023-01-01T08:42:59.999000,556157.5229882,1306,btcusdt,1m
223,2023-01-01T08:43:00,16532.54,16534.59,16531.55,16533.89,39.92714,2023-01-01T08:43:59.999000,660119.9057547,1619,btcusdt,1m
224,2023-01-01T08:44:00,16533.89,16534.81,16532.55,16533.68,36.67381,2023-01-01T08:44:59.999000,606351.4688521,1437,btcusdt,1m
225,2023-01-01T08:45:00,16533.68,16534.92,16532.6,16533.26,31.56539,2023-01-01T08:45:59.999000,521892.4238287,1294,btcusdt,1m
226,2023-01-01T08:46:00,16533.37,16533.53,16530.1,16531.03,49.09853,2023-01-01T08:46:59.999000,811671.8980692,1692,btcusdt,1m
227,2023-01-01T08:47:00,16531.47,16532.04,16529.66,16531.84,33.18447,2023-01-01T08:47:59.999000,548571.3980139,1152,btcusdt,1m
228,2023-01-01T08:48:00,16531.84,16532.51,16530.09,16531.11,36.62709,2023-01-01T08:48:59.999000,605493.2816726,1376,btcusdt,1m
229,2023-01-01T08:49:00,16531.1,16533.77,16530.5,16532.56,48.33701,2023-01-01T08:49:59.999000,799123.4005798,1754,btcusdt,1m
230,2023-01-01T08:50:00,16532.56,16534.18,16529.53,16531.65,84.14289,2023-01-01T08:50:59.999000,1391052.608831,2605,btcusdt,1m
231,2023-01-01T08:51:00,16531.65,16532.34,16529.59,16531.75,48.14049,2023-01-01T08:51:59.999000,795796.6143116,1757,btcusdt,1m
232,2023-01-01T08:52:00,16531.26,16533.99,16531.26,16532.93,69.61228,2023-01-01T08:52:59.999000,1150861.0426381,2042,btcusdt,1m
233,2023-01-01T08:53:00,16532.93,16532.93,16531.0,16532.16,25.34073,2023-01-01T08:53:59.999000,418928.4206203,1189,btcusdt,1m
234,2023-01-01T08:54:00,16532.62,16537.72,16531.46,16537.09,72.94838,2023-01-01T08:54:59.999000,1206179.1826494,2068,btcusdt,1m
235,2023-01-01T08:55:00,16537.09,16537.37,16533.95,16534.54,71.56543,2023-01-01T08:55:59.999000,1183350.5966225,2221,btcusdt,1m
236,2023-01-01T08:56:00,16534.96,16536.0,16534.01,16535.46,29.93117,2023-01-01T08:56:59.999000,494916.8985042,1333,btcusdt,1m
237,2023-01-01T08:57:00,16535.46,16537.24,16534.7,16534.71,37.69117,2023-01-01T08:57:59.999000,623254.8961159,1845,btcusdt,1m
238,2023-01-01T08:58:00,16534.71,16535.04,16533.12,16534.47,23.74968,2023-01-01T08:58:59.999000,392674.0417059,1034,btcusdt,1m
239,2023-01-01T08:59:00,16534.19,16534.56,16532.51,16533.04,41.13348,2023-01-01T08:59:59.999000,680075.8325323,1460,btcusdt,1m
240,2023-01-01T09:00:00,16533.04,16534.23,16531.6,16533.12,100.03658,2023-01-01T09:00:59.999000,1653892.9513911,2809,btcusdt,1m
241,2023-01-01T09:01:00,16533.12,16533.25,16532.19,16532.89,15.30673,2023-01-01T09:01:59.999000,253062.0875721,916,btcusdt,1m
242,2023-01-01T09:02:00,16532.47,16534.07,16531.83,16533.71,40.58613,2023-01-01T09:02:59.999000,671002.0745611,1486,btcusdt,1m
243,2023-01-01T09:03:00,16533.41,16535.97,16533.07,16533.71,40.96532,2023-01-01T09:03:59.999000,677335.0197573,1430,btcusdt,1m
244,2023-01-01T09:04:00,16533.47,16533.82,16532.53,16533.55,17.40268,2023-01-01T09:04:59.999000,287720.8347947,991,btcusdt,1m
245,2023-01-01T09:05:00,16533.55,16533.78,16531.68,16532.41,32.67459,2023-01-01T09:05:59.999000,540194.8375442,1399,btcusdt,1m
246,2023-01-01T09:06:00,16532.25,16535.3,16531.4,16533.49,68.66991,2023-01-01T09:06:59.999000,1135329.5628881,2411,btcusdt,1m
247,2023-01-01T09:07:00,16533.49,16534.28,16527.63,16530.49,123.73083,2023-01-01T09:07:59.999000,2045451.7998386,3001,btcusdt,1m
248,2023-01-01T09:08:00,16530.06,16531.54,16526.41,16528.43,111.51988,2023-01-01T09:08:59.999000,1843245.6526588,2798,btcusdt,1m
249,2023-01-01T09:09:00,16528.87,16529.26,16526.5,16527.15,55.14581,2023-01-01T09:09:59.999000,911441.0808022,1656,btcusdt,1m
250,2023-01-01T09:10:00,16526.74,16529.25,16526.58,16527.43,58.66271,2023-01-01T09:10:59.999000,969555.4244863,1746,btcusdt,1m
251,2023-01-01T09:11:00,16527.27,16528.91,16526.12,16526.91,53.20915,2023-01-01T09:11:59.999000,879415.4391892,1792,btcusdt,1m
252,2023-01-01T09:12:00,16526.57,16529.2,16526.35,16527.97,42.235,2023-01-01T09:12:59.999000,698054.2007421,1417,btcusdt,1m
253,2023-01-01T09:13:00,16527.54,16528.64,16526.0,16526.38,27.87219,2023-01-01T09:13:59.999000,460643.9889429,1484,btcusdt,1m
254,2023-01-01T09:14:00,16526.38,16527.02,16524.57,16526.12,52.00904,2023-01-01T09:14:59.999000,859490.3586479,1918,btcusdt,1m
255,2023-01-01T09:15:00,16526.12,16526.98,16524.52,16526.29,57.22778,2023-01-01T09:15:59.999000,945735.0641276,1705,btcusdt,1m
256,2023-01-01T09:16:00,16526.29,16526.72,16524.25,16526.37,43.00861,2023-01-01T09:16:59.999000,710745.8873561,1588,btcusdt,1m
257,2023-01-01T09:17:00,16526.01,16530.25,16525.0,16529.53,84.54185,2023-01-01T09:17:59.999000,1397294.7111786,2276,btcusdt,1m
258,2023-01-01T09:18:00,16529.57,16529.89,16528.39,16529.8,41.87805,2023-01-01T09:18:59.999000,692212.9460793,1265,btcusdt,1m
259,2023-01-01T09:19:00,16529.55,16530.19,16524.85,16527.43,100.99753,2023-01-01T09:19:59.999000,1669250.1350445,2434,btcusdt,1m
260,2023-01-01T09:20:00,16527.43,16528.74,16522.0,16524.27,172.7319,2023-01-01T09:20:59.999000,2854401.7674381,3516,btcusdt,1m
261,2023-01-01T09:21:00,16524.27,16524.77,16516.49,16520.78,293.33574,2023-01-01T09:21:59.999000,4846118.8663576,5549,btcusdt,1m
262,2023-01-01T09:22:00,16520.78,16524.67,16519.15,16524.12,76.94408,2023-01-01T09:22:59.999000,1271209.7157469,2437,btcusdt,1m
263,2023-01-01T09:23:00,16524.67,16524.67,16519.78,16521.07,110.05591,2023-01-01T09:23:59.999000,1818367.3564106,2933,btcusdt,1m
264,2023-01-01T09:24:00,16521.49,16522.58,16518.28,16520.71,96.50874,2023-01-01T09:24:59.999000,1594354.7439748,2504,btcusdt,1m
265,2023-01-01T09:25:00,16521.15,16521.53,16518.8,16519.95,60.20937,2023-01-01T09:25:59.999000,994675.2257899,2118,btcusdt,1m
266,2023-01-01T09:26:00,16519.95,16523.16,16519.07,16522.54,71.90953,2023-01-01T09:26:59.999000,1188061.999903,2287,btcusdt,1m
267,2023-01-01T09:27:00,16522.54,16523.53,16521.14,16522.12,75.05207,2023-01-01T09:27:59.999000,1240040.7354198,2297,btcusdt,1m
268,2023-01-01T09:28:00,16522.51,16523.17,16520.87,16521.27,41.32896,2023-01-01T09:28:59.999000,682838.9678047,1602,btcusdt,1m
269,2023-01-01T09:29:00,16521.27,16523.34,16517.19,16518.59,85.60696,2023-01-01T09:29:59.999000,1414207.1824418,2559,btcusdt,1m
270,2023-01-01T09:30:00,16518.31,16519.73,16517.68,16517.85,63.3201,2023-01-01T09:30:59.999000,1045964.7395809,1999,btcusdt,1m
271,2023-01-01T09:31:00,16517.85,16519.91,16517.58,16519.7,61.25864,2023-01-01T09:31:59.999000,1011900.3337268,1851,btcusdt,1m
272,2023-01-01T09:32:00,16519.53,16520.08,16518.52,16519.51,26.12073,2023-01-01T09:32:59.999000,431496.3870251,1196,btcusdt,1m
273,2023-01-01T09:33:00,16519.89,16521.47,16518.39,16521.35,70.8272,2023-01-01T09:33:59.999000,1170062.166541,2246,btcusdt,1m
274,2023-01-01T09:34:00,16520.91,16523.0,16520.28,16522.66,64.73221,2023-01-01T09:34:59.999000,1069483.8317283,2097,btcusdt,1m
275,2023-01-01T09:35:00,16522.66,16525.09,16521.81,16523.4,71.60037,2023-01-01T09:35:59.999000,1183111.1559768,2410,btcusdt,1m
276,2023-01-01T09:36:00,16523.78,16524.0,16521.6,16522.19,36.40723,2023-01-01T09:36:59.999000,601549.5313823,1731,btcusdt,1m
277,2023-01-01T09:37:00,16522.19,16524.86,16522.0,16523.98,51.64977,2023-01-01T09:37:59.999000,853437.9054964,1938,btcusdt,1m
278,2023-01-01T09:38:00,16523.98,16525.37,16523.12,16524.73,44.25191,2023-01-01T09:38:59.999000,731227.2513771,1787,btcusdt,1m
279,2023-01-01T09:39:00,16524.13,16525.95,16522.53,16525.58,76.11857,2023-01-01T09:39:59.999000,1257813.9332463,2665,btcusdt,1m
280,2023-01-01T09:40:00,16525.58,16525.6,16522.03,16523.89,61.26648,2023-01-01T09:40:59.999000,1012352.4741353,1886,btcusdt,1m
281,2023-01-01T09:41:00,16523.89,16524.99,16523.18,16523.28,34.98799,2023-01-01T09:41:59.999000,578147.9891987,1348,btcusdt,1m
282,2023-01-01T09:42:00,16523.28,16523.66,16521.96,16523.05,36.49991,2023-01-01T09:42:59.999000,603080.1394252,1548,btcusdt,1m
283,2023-01-01T09:43:00,16523.05,16524.43,16522.39,16522.95,42.83804,2023-01-01T09:43:59.999000,707828.0352373,1447,btcusdt,1m
284,2023-01-01T09:44:00,16522.56,16524.42,16518.62,16519.47,106.87972,2023-01-01T09:44:59.999000,1765776.2034289,2833,btcusdt,1m
285,2023-01-01T09:45:00,16519.96,16520.51,16518.14,16520.03,58.0983,2023-01-01T09:45:59.999000,959738.0993226,1690,btcusdt,1m
286,2023-01-01T09:46:00,16520.03,16520.28,16518.03,16518.64,45.96932,2023-01-01T09:46:59.999000,759371.8595572,1890,btcusdt,1m
287,2023-01-01T09:47:00,16518.26,16519.28,16517.25,16518.44,72.50191,2023-01-01T09:47:59.999000,1197611.983739,2347,btcusdt,1m
288,2023-01-01T09:48:00,16518.02,16519.62,16517.5,16518.26,58.63821,2023-01-01T09:48:59.999000,968622.0451059,1997,btcusdt,1m
289,2023-01-01T09:49:00,16518.26,16519.53,16516.81,16517.43,61.28762,2023-01-01T09:49:59.999000,1012346.5348139,2368,btcusdt,1m
290,2023-01-01T09:50:00,16517.43,16526.04,16516.76,16523.53,161.05717,2023-01-01T09:50:59.999000,2660711.4871648,3786,btcusdt,1m
291,2023-01-01T09:51:00,16523.05,16526.99,16523.05,16525.96,101.35692,2023-01-01T09:51:59.999000,1674934.6726713,2802,btcusdt,1m
292,2023-01-01T09:52:00,16525.96,16526.14,16517.76,16518.44,72.84266,2023-01-01T09:52:59.999000,1203592.562741,2293,btcusdt,1m
293,2023-01-01T09:53:00,16518.44,16520.13,16517.62,16519.18,52.90917,2023-01-01T09:53:59.999000,874012.4852928,1977,btcusdt,1m
294,2023-01-01T09:54:00,16519.53,16521.88,16518.84,16521.09,77.00199,2023-01-01T09:54:59.999000,1272133.4425575,2319,btcusdt,1m
295,2023-01-01T09:55:00,16521.09,16522.19,16519.9,16521.93,56.2408,2023-01-01T09:55:59.999000,929154.6135536,2032,btcusdt,1m
296,2023-01-01T09:56:00,16521.42,16521.93,16516.49,16518.76,83.64312,2023-01-01T09:56:59.999000,1381687.5350028,2545,btcusdt,1m
297,2023-01-01T09:57:00,16518.76,16519.22,16517.03,16517.41,48.86392,2023-01-01T09:57:59.999000,807136.4654156,1783,btcusdt,1m
298,2023-01-01T09:58:00,16517.39,16520.64,16517.28,16519.37,61.07865,2023-01-01T09:58:59.999000,1008949.8612013,2350,btcusdt,1m
299,2023-01-01T09:59:00,16519.37,16522.81,16511.92,16521.85,173.39683,2023-01-01T09:59:59.999000,2864058.133609,4050,btcusdt,1m
300,2023-01-01T10:00:00,16522.22,16522.22,16520.09,16521.38,51.91564,2023-01-01T10:00:59.999000,857695.5111432,1959,btcusdt,1m
301,2023-01-01T10:01:00,16521.32,16522.41,16520.75,16521.48,38.43067,2023-01-01T10:01:59.999000,634930.6729182,1498,btcusdt,1m
302,2023-01-01T10:02:00,16521.48,16523.82,16521.17,16522.61,57.90999,2023-01-01T10:02:59.999000,956806.530061,1855,btcusdt,1m
303,2023-01-01T10:03:00,16522.09,16523.95,16521.33,16522.58,70.68278,2023-01-01T10:03:59.999000,1167870.0918233,2145,btcusdt,1m
304,2023-01-01T10:04:00,16523.06,16523.68,16520.84,16523.67,35.99933,2023-01-01T10:04:59.999000,594802.1164084,1538,btcusdt,1m
305,2023-01-01T10:05:00,16523.68,16524.0,16521.9,16522.62,44.93256,2023-01-01T10:05:59.999000,742415.8060044,1742,btcusdt,1m
306,2023-01-01T10:06:00,16522.62,16523.94,16522.0,16522.18,56.87972,2023-01-01T10:06:59.999000,939816.4277035,2219,btcusdt,1m
307,2023-01-01T10:07:00,16522.62,16523.33,16520.76,16520.79,46.39417,2023-01-01T10:07:59.999000,766525.9180116,1947,btcusdt,1m
308,2023-01-01T10:08:00,16521.27,16522.26,16518.92,16519.8,50.34919,2023-01-01T10:08:59.999000,831812.264092,1868,btcusdt,1m
309,2023-01-01T10:09:00,16519.54,16524.0,16513.84,16514.99,170.33196,2023-01-01T10:09:59.999000,2813785.1283718,4234,btcusdt,1m
310,2023-01-01T10:10:00,16515.28,16517.01,16513.67,16514.37,76.38002,2023-01-01T10:10:59.999000,1261421.105778,2767,btcusdt,1m
311,2023-01-01T10:11:00,16514.38,16516.47,16512.3,16514.24,92.17546,2023-01-01T10:11:59.999000,1522164.6096381,2552,btcusdt,1m
312,2023-01-01T10:12:00,16514.24,16516.65,16513.2,16515.62,136.54526,2023-01-01T10:12:59.999000,2255056.6137001,2543,btcusdt,1m
313,2023-01-01T10:13:00,16515.37,16519.7,16514.33,16518.38,77.9841,2023-01-01T10:13:59.999000,1288040.5365066,1866,btcusdt,1m
314,2023-01-01T10:14:00,16518.19,16519.66,16518.03,16518.37,19.55975,2023-01-01T10:14:59.999000,323106.7436517,1028,btcusdt,1m
315,2023-01-01T10:15:00,16518.77,16519.84,16518.15,16519.0,40.02786,2023-01-01T10:15:59.999000,661215.0565265,1775,btcusdt,1m
316,2023-01-01T10:16:00,16518.57,16521.18,16517.29,16519.67,94.90446,2023-01-01T10:16:59.999000,1567798.7200158,2529,btcusdt,1m
317,2023-01-01T10:17:00,16519.67,16521.69,16518.57,16521.1,69.13403,2023-01-01T10:17:59.999000,1142128.4047029,2122,btcusdt,1m
318,2023-01-01T10:18:00,16520.71,16521.1,16518.03,16519.18,42.16228,2023-01-01T10:18:59.999000,696497.71608,1501,btcusdt,1m
319,2023-01-01T10:19:00,16519.18,16520.14,16516.85,16517.59,82.52013,2023-01-01T10:19:59.999000,1363095.4156826,2734,btcusdt,1m
320,2023-01-01T10:20:00,16517.9,16519.0,16516.92,16517.6,49.42764,2023-01-01T10:20:59.999000,816439.3135315,1886,btcusdt,1m
321,2023-01-01T10:21:00,16517.6,16518.5,16516.81,16517.9,44.01385,2023-01-01T10:21:59.999000,727008.6502756,1548,btcusdt,1m
322,2023-01-01T10:22:00,16517.5,16517.95,16514.19,16514.97,98.4972,2023-01-01T10:22:59.999000,1626758.8821249,2655,btcusdt,1m
323,2023-01-01T10:23:00,16514.63,16515.16,16512.31,16513.26,105.80226,2023-01-01T10:23:59.999000,1747203.713485,2560,btcusdt,1m
324,2023-01-01T10:24:00,16513.72,16518.09,16512.31,16516.82,79.21072,2023-01-01T10:24:59.999000,1308188.4898794,2503,btcusdt,1m
325,2023-01-01T10:25:00,16516.82,16518.5,16515.34,16517.4,62.01438,2023-01-01T10:25:59.999000,1024271.7761946,2253,btcusdt,1m
326,2023-01-01T10:26:00,16516.85,16519.13,16516.05,16516.84,68.63085,2023-01-01T10:26:59.999000,1133615.8133371,2127,btcusdt,1m
327,2023-01-01T10:27:00,16516.84,16519.5,16516.18,16518.37,45.73637,2023-01-01T10:27:59.999000,755480.4570234,1676,btcusdt,1m
328,2023-01-01T10:28:00,16518.77,16519.95,16517.68,16519.09,39.88809,2023-01-01T10:28:59.999000,658913.473925,1571,btcusdt,1m
329,2023-01-01T10:29:00,16519.09,16522.66,16517.63,16521.07,100.14396,2023-01-01T10:29:59.999000,1654396.8976274,2950,btcusdt,1m
330,2023-01-01T10:30:00,16521.42,16522.75,16520.33,16521.7,54.90576,2023-01-01T10:30:59.999000,907135.9821757,1703,btcusdt,1m
331,2023-01-01T10:31:00,16522.01,16522.01,16517.53,16518.37,44.55061,2023-01-01T10:31:59.999000,735946.1653072,1474,btcusdt,1m
332,2023-01-01T10:32:00,16518.37,16519.39,16517.57,16518.24,25.19985,2023-01-01T10:32:59.999000,416266.3718496,1193,btcusdt,1m
333,2023-01-01T10:33:00,16518.24,16518.84,16516.59,16517.85,23.44763,2023-01-01T10:33:59.999000,387301.1922686,1284,btcusdt,1m
334,2023-01-01T10:34:00,16517.46,16520.98,16517.0,16520.15,45.44267,2023-01-01T10:34:59.999000,750653.1516399,1614,btcusdt,1m
335,2023-01-01T10:35:00,16519.66,16520.81,16518.47,16520.49,43.73022,2023-01-01T10:35:59.999000,722414.4410368,1720,btcusdt,1m
336,2023-01-01T10:36:00,16520.49,16521.42,16519.85,16521.0,25.26778,2023-01-01T10:36:59.999000,417442.2352205,1211,btcusdt,1m
337,2023-01-01T10:37:00,16521.0,16521.7,16519.51,16519.91,32.91417,2023-01-01T10:37:59.999000,543766.2775915,1398,btcusdt,1m
338,2023-01-01T10:38:00,16519.51,16520.65,16518.0,16518.55,25.25906,2023-01-01T10:38:59.999000,417265.1878354,1204,btcusdt,1m
339,2023-01-01T10:39:00,16518.55,16518.94,16516.5,16518.16,60.59125,2023-01-01T10:39:59.999000,1000833.7077447,2077,btcusdt,1m
340,2023-01-01T10:40:00,16517.92,16518.81,16516.44,16516.92,53.77867,2023-01-01T10:40:59.999000,888288.7502884,1708,btcusdt,1m
341,2023-01-01T10:41:00,16517.28,16518.82,16516.35,16518.71,88.59664,2023-01-01T10:41:59.999000,1463408.5470345,2411,btcusdt,1m
342,2023-01-01T10:42:00,16518.71,16519.83,16517.53,16518.42,51.55715,2023-01-01T10:42:59.999000,851652.1125077,1495,btcusdt,1m
343,2023-01-01T10:43:00,16518.27,16518.9,16516.69,16516.99,24.0035,2023-01-01T10:43:59.999000,396483.3968026,1198,btcusdt,1m
344,2023-01-01T10:44:00,16516.69,16520.74,16514.79,16520.02,70.03529,2023-01-01T10:44:59.999000,1156747.5671536,2529,btcusdt,1m
345,2023-01-01T10:45:00,16520.03,16521.5,16518.85,16519.55,66.54821,2023-01-01T10:45:59.999000,1099357.6290372,2138,btcusdt,1m
346,2023-01-01T10:46:00,16519.55,16523.28,16518.92,16522.8,59.07799,2023-01-01T10:46:59.999000,976053.0284946,1828,btcusdt,1m
347,2023-01-01T10:47:00,16522.8,16522.92,16520.85,16522.42,59.21768,2023-01-01T10:47:59.999000,978402.2253275,2024,btcusdt,1m
348,2023-01-01T10:48:00,16522.81,16523.9,16520.88,16520.88,67.71818,2023-01-01T10:48:59.999000,1118886.7776685,2129,btcusdt,1m
349,2023-01-01T10:49:00,16521.38,16522.73,16520.0,16522.06,36.52254,2023-01-01T10:49:59.999000,603417.982548,1409,btcusdt,1m
350,2023-01-01T10:50:00,16522.06,16522.99,16521.29,16522.46,44.58094,2023-01-01T10:50:59.999000,736575.0973305,1264,btcusdt,1m
351,2023-01-01T10:51:00,16522.66,16524.18,16521.27,16521.88,45.37076,2023-01-01T10:51:59.999000,749651.8587604,1505,btcusdt,1m
352,2023-01-01T10:52:00,16521.88,16522.89,16519.85,16521.89,42.06664,2023-01-01T10:52:59.999000,695010.2968135,1783,btcusdt,1m
353,2023-01-01T10:53:00,16522.27,16522.39,16520.07,16521.32,25.14371,2023-01-01T10:53:59.999000,415401.3449833,1345,btcusdt,1m
354,2023-01-01T10:54:00,16521.32,16524.2,16520.37,16522.47,55.44923,2023-01-01T10:54:59.999000,916144.4206261,2219,btcusdt,1m
355,2023-01-01T10:55:00,16522.48,16524.82,16522.19,16524.13,63.69332,2023-01-01T10:55:59.999000,1052438.8966734,1993,btcusdt,1m
356,2023-01-01T10:56:00,16524.34,16527.9,16523.52,16526.28,78.47308,2023-01-01T10:56:59.999000,1296824.5843597,2231,btcusdt,1m
357,2023-01-01T10:57:00,16526.62,16533.23,16525.2,16531.72,181.15279,2023-01-01T10:57:59.999000,2994482.2600109,3415,btcusdt,1m
358,2023-01-01T10:58:00,16531.41,16534.98,16529.03,16531.68,123.14495,2023-01-01T10:58:59.999000,2035870.5285231,3124,btcusdt,1m
359,2023-01-01T10:59:00,16531.68,16532.97,16529.29,16530.71,51.34683,2023-01-01T10:59:59.999000,848832.2535407,1764,btcusdt,1m
360,2023-01-01T11:00:00,16530.71,16534.7,16528.81,16533.83,98.3846,2023-01-01T11:00:59.999000,1626453.7307649,3139,btcusdt,1m
361,2023-01-01T11:01:00,16533.83,16537.02,16533.72,16535.79,75.50714,2023-01-01T11:01:59.999000,1248527.6096289,2441,btcusdt,1m
362,2023-01-01T11:02:00,16535.41,16539.63,16535.01,16538.23,89.72767,2023-01-01T11:02:59.999000,1483861.5686203,2223,btcusdt,1m
363,2023-01-01T11:03:00,16537.8,16543.69,16536.8,16539.89,115.14126,2023-01-01T11:03:59.999000,1904500.5434354,3042,btcusdt,1m
364,2023-01-01T11:04:00,16539.68,16541.97,16539.2,16541.39,37.41167,2023-01-01T11:04:59.999000,618819.1081486,1731,btcusdt,1m
365,2023-01-01T11:05:00,16541.39,16541.43,16536.44,16536.68,82.18453,2023-01-01T11:05:59.999000,1359199.1681981,2317,btcusdt,1m
366,2023-01-01T11:06:00,16537.13,16538.57,16535.54,16538.5,30.71563,2023-01-01T11:06:59.999000,507946.9335016,1154,btcusdt,1m
367,2023-01-01T11:07:00,16538.5,16538.56,16531.87,16533.35,78.85138,2023-01-01T11:07:59.999000,1303759.521977,2159,btcusdt,1m
